Fold,Final Train Accuracy,Final Val Accuracy,Average Train Accuracy,Average Val Accuracy,Final Train F1,Final Val F1,Average Train F1,Average Val F1
0,96.18765814399352,87.40673774341708,78.84359136891,72.62779267202859,0.961911456669866,0.874062091705135,0.7862723580707689,0.7240870492875072
1,96.18947663755345,86.85807510858947,79.57018086217377,73.36676226697428,0.9619272442466814,0.8687373487748409,0.7931798414443542,0.731342085100252
2,95.68419521268581,86.44761726624685,78.13280718252997,72.03453041544567,0.9568917336912903,0.8644797690267466,0.7789439369067038,0.7179238743322416
3,95.87436839985972,86.63140502738146,78.33874030680505,72.09273326197874,0.9587943284780815,0.8668594043912333,0.7813819983129453,0.7185140635853376
4,96.80829230909114,87.79212951897998,82.8991959681505,76.46072553074306,0.9681108284615557,0.8778696332827727,0.8272814042010862,0.76235891200572
